"","summons_key","summons_date","offense_description","law_section_number","law_description","summons_category_type","age_group","sex","race","jurisdiction_code","boro","precinct_of_occur","x_coordinate_cd","y_coordinate_cd","latitude","longitude"
"13",199268640,"2019-06-30T00:00:00.000","CONGREGATES WITH OTHER PERSONS IN PUBLIC AND REFUSES TO DISPERSE BY LAWFUL POLIC","240.20(6)","","","<18","F","BLACK HISPANIC",0,"BRONX",52,1010546,253615,40.862758367,-73.9049340619999
"14",199131261,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE",0,"BROOKLYN",60,990784,149362,40.576645978,-73.9764803959999
"15",199131262,"2019-06-30T00:00:00.000","CREATES A HAZARDOUS OR PHYSICALLY OFFENSIVE CONDITION WITHOUT A LEGITIMATE PURPO","240.20(7)","","","25-44","F","ASIAN / PACIFIC ISLANDER",0,"QUEENS",114,1006954,216229,40.760154201,-73.9180465869999
"16",199131612,"2019-06-30T00:00:00.000","DISORDERLY CONDUCT","240.20","Penal Law","DISORDERLY CONDUCT","45-64","F","WHITE",0,"NEW YORK",6,982383,205580,40.7309543100001,-74.0067378219999
"17",199113648,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",67,1003935,178858,40.65758692,-73.9290535499999
"18",199111786,"2019-06-30T00:00:00.000","ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR","240.20(1)","","","45-64","M","BLACK",0,"NEW YORK",1,982199,197966,40.7100556710001,-74.007399396
"19",199149181,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE HISPANIC",2,"NEW YORK",25,1001322,235045,40.8118117600001,-73.9383286509999
"20",199109921,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","F","ASIAN / PACIFIC ISLANDER",0,"BROOKLYN",77,1004580,183838,40.671254457,-73.926713851
"21",199215347,"2019-06-30T00:00:00.000","OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC","240.20(5)","","","25-44","M","WHITE HISPANIC",0,"BRONX",41,1012185,236161,40.814847198,-73.8990813199999
"22",199222780,"2019-06-30T00:00:00.000","TRESPASS","140.05","Penal Law","TRESPASS","25-44","M","BLACK",2,"BROOKLYN",79,997754,193359,40.6974004730001,-73.951301805
"23",199126273,"2019-06-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","25-44","M","WHITE HISPANIC",0,"NEW YORK",14,988002,214967,40.7567186850001,-73.986458517
"24",199244784,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","ASIAN / PACIFIC ISLANDER",0,"BROOKLYN",70,994718,172485,40.6401101070001,-73.962282977
"25",199126274,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","WHITE HISPANIC",0,"BRONX",44,1005507,241210,40.828723865,-73.923190768
"26",199126271,"2019-06-30T00:00:00.000","PUBLIC URINATION","153.09","Health Code","URINATING","45-64","M","BLACK",0,"QUEENS",105,1052433,186693,40.6788515470001,-73.7541803349999
"27",199177548,"2019-06-30T00:00:00.000","IN A PUBLIC PLACE AND USES ABUSIVE/OBSCENE LANGUAGE OR MAKES AN OBSCENE GESTURE","240.20(3)","","","25-44","F","BLACK",0,"NEW YORK",6,983198,206190,40.732628745,-74.0037972929999
"28",199133834,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",0,"NEW YORK",32,1000472,237474,40.8184802860001,-73.9413934149999
"29",199320916,"2019-06-30T00:00:00.000","OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED","512","","","25-44","M","BLACK",0,"NEW YORK",26,995540,234144,40.809348045,-73.9592177059999
"30",199131630,"2019-06-30T00:00:00.000","MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT)","10-111(A)","","","25-44","M","BLACK",0,"STATEN ISLAND",120,962436,167303,40.6258659380001,-74.078585227
"31",199131628,"2019-06-30T00:00:00.000","UNREASONABLE NOISE; GENERAL","24-218(A)","","","25-44","M","BLACK",0,"STATEN ISLAND",120,962436,167303,40.6258659380001,-74.078585227
"32",199130890,"2019-06-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","BLACK",0,"BROOKLYN",60,990784,149362,40.576645978,-73.9764803959999
"33",199130428,"2019-06-30T00:00:00.000","GLASS BOTTLE/CONTAINER; IN RESTRICTED AREA","1-04(D)","","","25-44","M","WHITE HISPANIC",0,"QUEENS",110,1019165,210166,40.7434730260001,-73.8739999439999
"34",199128319,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1016858,235414,40.812780881,-73.882202927
"35",199128317,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1014302,235663,40.8134733800001,-73.891435519
"36",199121018,"2019-06-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","25-44","M","BLACK",0,"BROOKLYN",70,996562,173959,40.6441535490001,-73.9556359589999
"37",199121024,"2019-06-30T00:00:00.000","ACCEPT ON HAIL","19-507","Administrative Code","TLC","25-44","M","BLACK",0,"QUEENS",113,1048111,188479,40.6837859300001,-73.769745503
"38",199130426,"2019-06-30T00:00:00.000","NOISE (UNREASONABLE)","24-218","Administrative Code","NOISE","18-24","M","WHITE HISPANIC",0,"QUEENS",110,1019165,210166,40.7434730260001,-73.8739999439999
"39",199109919,"2019-06-30T00:00:00.000","ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR","240.20(1)","","","25-44","M","BLACK",0,"NEW YORK",13,986553,207131,40.735211323,-73.9916913979999
"40",199130431,"2019-06-30T00:00:00.000","LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE","19-506(D)","","","25-44","M","BLACK",0,"BROOKLYN",70,996803,172312,40.6396325490001,-73.954770595
"41",199129465,"2019-06-30T00:00:00.000","ALCOHOLIC BEVERAGE IN PUBLIC","10-125(2B)","","","45-64","M","WHITE HISPANIC",0,"BROOKLYN",79,997242,193691,40.6983125020001,-73.953147596
"42",199109916,"2019-06-30T00:00:00.000","OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC","240.20(5)","","","45-64","M","BLACK",0,"BROOKLYN",71,1003358,182945,40.6688060930001,-73.9311215669999
"43",199127152,"2019-06-30T00:00:00.000","TICKET SPECULATION (RESELL TICKET TO A VENUE WITH A CAPACITY OF >5000 WITHIN 100","25.11(1)","","","65+","M","BLACK",0,"NEW YORK",18,988095,215517,40.758228256,-73.986122517
"44",199107207,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","F","BLACK",0,"BROOKLYN",75,1015214,182954,40.6687972710001,-73.888383452
"45",199567122,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","WHITE HISPANIC",0,"BRONX",44,1008222,243318,40.8345027660001,-73.91337278
"46",199244779,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","<18","F","BLACK",2,"NEW YORK",7,989183,201182,40.7188816870001,-73.9822057759999
"47",199268671,"2019-06-30T00:00:00.000","MAKES UNREASONABLE NOISE","240.20(2)","","","<18","F","BLACK HISPANIC",0,"BRONX",52,1010546,253615,40.862758367,-73.9049340619999
"48",199253788,"2019-06-30T00:00:00.000","UNLAWFUL EVICTION","26-521","","","45-64","F","BLACK",0,"QUEENS",113,1040121,188534,40.683990932,-73.798553521
"49",199131268,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","<18","M","BLACK",0,"BRONX",44,1007617,241317,40.829012219,-73.915566064
"50",199131387,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",79,1000273,190459,40.689436442,-73.942224403
"51",199131415,"2019-06-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","WHITE HISPANIC",0,"BRONX",44,1008274,245226,40.8397395310001,-73.913178032
"52",199133837,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK HISPANIC",0,"BRONX",52,1010376,253620,40.8627725950001,-73.9055486399999
"53",199133838,"2019-06-30T00:00:00.000","UNREASONABLE NOISE; GENERAL","24-218(A)","","","18-24","M","BLACK",0,"QUEENS",113,1045416,186500,40.678373075,-73.7794804609999
"54",199107221,"2019-06-30T00:00:00.000","OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC","240.20(5)","","","<18","M","BLACK HISPANIC",0,"BROOKLYN",75,1017000,183886,40.6713489750001,-73.881940819
"55",199106991,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",75,1019950,184443,40.6728664090001,-73.8713034149999
"56",199125208,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","WHITE HISPANIC",0,"QUEENS",110,1023187,209040,40.740365646,-73.8594918639999
"57",199129468,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK HISPANIC",0,"BROOKLYN",75,1020465,184548,40.673152519,-73.869446286
"58",199130898,"2019-06-30T00:00:00.000","SPITTING","181.03","Health Code","SPITTING","<18","M","BLACK",0,"BROOKLYN",79,999459,187878,40.682353623,-73.945165416
"59",199131388,"2019-06-30T00:00:00.000","ALCOHOLIC BEVERAGE IN PUBLIC","10-125(2B)","","","45-64","F","WHITE",0,"STATEN ISLAND",120,962626,167694,40.6269396160001,-74.077902016
"60",199137510,"2019-06-30T00:00:00.000","MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT)","10-111(A)","","","25-44","M","BLACK",0,"STATEN ISLAND",120,962394,166235,40.622934398,-74.078733072
"61",199131634,"2019-06-30T00:00:00.000","LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE","19-506(D)","","","45-64","M","BLACK",0,"QUEENS",113,1043034,184543,40.6730177040001,-73.788085289
"62",199242369,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","<18","M","AMERICAN INDIAN/ALASKAN NATIVE",2,"NEW YORK",7,989021,200767,40.7177427010001,-73.9827904809999
"63",199106731,"2019-06-30T00:00:00.000","MAKES UNREASONABLE NOISE","240.20(2)","","","25-44","M","WHITE",0,"NEW YORK",9,987119,203736,40.725892711,-73.9896505139999
"64",199131631,"2019-06-30T00:00:00.000","ALCOHOLIC BEVERAGE IN PUBLIC","10-125(2B)","","","25-44","M","BLACK",0,"STATEN ISLAND",120,962436,167303,40.6258659380001,-74.078585227
"65",199131627,"2019-06-30T00:00:00.000","DISORDERLY CONDUCT","240.20","Penal Law","DISORDERLY CONDUCT","25-44","M","BLACK",0,"NEW YORK",32,1000472,237474,40.8184802860001,-73.9413934149999
"66",199237840,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","F","WHITE HISPANIC",0,"BRONX",48,1011811,246833,40.844139945,-73.900388618
"67",199215359,"2019-06-30T00:00:00.000","OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC","240.20(5)","","","18-24","M","WHITE HISPANIC",0,"BRONX",41,1012185,236161,40.814847198,-73.8990813199999
"68",199133839,"2019-06-30T00:00:00.000","MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT)","10-111(A)","","","18-24","M","BLACK",0,"QUEENS",113,1045416,186500,40.678373075,-73.7794804609999
"69",199111783,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",0,"BRONX",52,1014004,255759,40.8686320150001,-73.892422919
"70",199128316,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1014302,235663,40.8134733800001,-73.891435519
"71",199128315,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1014302,235663,40.8134733800001,-73.891435519
"72",199126272,"2019-06-30T00:00:00.000","MAKES UNREASONABLE NOISE","240.20(2)","","","25-44","M","WHITE HISPANIC",0,"NEW YORK",14,988002,214967,40.7567186850001,-73.986458517
"73",199114777,"2019-06-30T00:00:00.000","OTHER TRANSIT REG","9999","ABC","OTHER ABC","45-64","M","BLACK",1,"NEW YORK",14,987078,215157,40.757240531,-73.9897936369999
"74",199131641,"2019-06-30T00:00:00.000","PICK UP FROM BUS STOP","145-6","Tax Law","TLC","45-64","M","BLACK",0,"QUEENS",113,1042531,185340,40.675208609,-73.7898917039999
"75",199131414,"2019-06-30T00:00:00.000","CONSUMPTION OF ALCOHOL","10-125","Administrative Code","ALCOHOL","25-44","M","WHITE HISPANIC",0,"BRONX",44,1008274,245226,40.8397395310001,-73.913178032
"76",199131391,"2019-06-30T00:00:00.000","UNREASONABLE NOISE; FROM MOTORCYCLE MUFFLER/EXHAUST (HEARD FROM 200FT AWAY)","24-236(B)","","","25-44","M","BLACK HISPANIC",0,"BRONX",44,1009261,242513,40.832290393,-73.9096211029999
"77",199131389,"2019-06-30T00:00:00.000","ALCOHOLIC BEVERAGE IN PUBLIC","10-125(2B)","","","45-64","M","WHITE",0,"STATEN ISLAND",120,962626,167694,40.6269396160001,-74.077902016
"78",199131382,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",0,"BROOKLYN",79,999487,190340,40.689111202,-73.945058895
"79",199130429,"2019-06-30T00:00:00.000","ACCEPT ON HAIL","19-507","Administrative Code","TLC","25-44","M","BLACK",0,"BROOKLYN",70,996007,173428,40.642696823,-73.9576367889999
"80",199128324,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1016858,235414,40.812780881,-73.882202927
"81",199128323,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1016858,235414,40.812780881,-73.882202927
"82",199128322,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1016858,235414,40.812780881,-73.882202927
"83",199128321,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1016858,235414,40.812780881,-73.882202927
"84",199128310,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1014302,235663,40.8134733800001,-73.891435519
"85",199112263,"2019-06-30T00:00:00.000","OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC","240.20(5)","","","65+","F","WHITE HISPANIC",0,"QUEENS",110,1016436,211487,40.7471091900001,-73.883842046
"86",199111785,"2019-06-30T00:00:00.000","ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR","240.20(1)","","","25-44","F","BLACK",0,"NEW YORK",1,982199,197966,40.7100556710001,-74.007399396
"87",199110139,"2019-06-30T00:00:00.000","OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED","512","","","25-44","M","AMERICAN INDIAN/ALASKAN NATIVE",0,"NEW YORK",23,999304,227192,40.790261092,-73.945636303
"88",199118324,"2019-06-30T00:00:00.000","SERIOUSLY ANNOY WITHOUT A LEGITIMATE PURPOSE","240.26(3)","","","25-44","F","BLACK",0,"NEW YORK",13,986877,211079,40.7460475130001,-73.990520749
"89",199111784,"2019-06-30T00:00:00.000","ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR","240.20(1)","","","25-44","F","BLACK",0,"NEW YORK",1,982199,197966,40.7100556710001,-74.007399396
"90",199106995,"2019-06-30T00:00:00.000","OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED","512","","","25-44","M","WHITE HISPANIC",0,"NEW YORK",25,1001194,233761,40.808287783,-73.9387942939999
"91",199109922,"2019-06-30T00:00:00.000","DISORDERLY PREMISE","106-6","ABC","ABC","UNKNOWN","","",0,"QUEENS",114,1006111,218824,40.76727893,-73.921081132
"92",199112264,"2019-06-30T00:00:00.000","OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC","240.20(5)","","","25-44","F","WHITE HISPANIC",0,"QUEENS",110,1016436,211487,40.7471091900001,-73.883842046
"93",199109923,"2019-06-30T00:00:00.000","DISORDERLY CONDUCT","240.20","Penal Law","DISORDERLY CONDUCT","<18","M","BLACK",0,"BROOKLYN",79,1000788,189718,40.6874016190001,-73.940369194
"94",199130902,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",75,1014994,181458,40.6646918530001,-73.8891833229999
"95",199109918,"2019-06-30T00:00:00.000","ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR","240.20(1)","","","25-44","M","WHITE HISPANIC",0,"BRONX",41,1014267,237898,40.819607944,-73.891551964
"96",199130430,"2019-06-30T00:00:00.000","PERMIT UNLICENSED","19-506(B)","","","25-44","M","BLACK",0,"BROOKLYN",70,996007,173428,40.642696823,-73.9576367889999
"97",199117192,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",67,1003935,178858,40.65758692,-73.9290535499999
"98",199110374,"2019-06-30T00:00:00.000","ALCOHOLIC BEVERAGE IN PUBLIC","10-125(2B)","","","25-44","M","WHITE HISPANIC",0,"BROOKLYN",60,988775,149400,40.576751534,-73.983712353
"99",199106988,"2019-06-30T00:00:00.000","ALCOHOLIC BEVERAGE IN PUBLIC","10-125(2B)","","","25-44","M","BLACK",0,"STATEN ISLAND",120,961193,163266,40.6147820680001,-74.083049279
"100",199131264,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",71,998276,180908,40.6632244900001,-73.949445222
"101",199130433,"2019-06-30T00:00:00.000","PERMIT UNLICENSED","19-506(B)","","","25-44","M","BLACK",0,"BROOKLYN",70,996803,172312,40.6396325490001,-73.954770595
"102",199438380,"2019-06-30T00:00:00.000","OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED","512","","","25-44","M","BLACK",0,"NEW YORK",5,985809,201417,40.719527944,-73.994377339
"103",199268666,"2019-06-30T00:00:00.000","ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR","240.20(1)","","","<18","F","BLACK HISPANIC",0,"BRONX",52,1010546,253615,40.862758367,-73.9049340619999
"104",199130892,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"QUEENS",105,1055002,202781,40.7229890030001,-73.744749325
"105",199117191,"2019-06-30T00:00:00.000","BICYCLE ON SIDEWALK","19-176","Administrative Code","BIKE","25-44","M","BLACK",0,"BROOKLYN",77,994894,185274,40.675212898,-73.961628627
"106",199128320,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1016858,235414,40.812780881,-73.882202927
"107",199122399,"2019-06-30T00:00:00.000","UNLICENSED VEHICLE FOR HIRE","19-506","Administrative Code","TLC","25-44","M","BLACK",0,"QUEENS",113,1048111,188479,40.6837859300001,-73.769745503
"108",199121026,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","F","WHITE",0,"NEW YORK",6,983833,205178,40.7298511060001,-74.001506013
"109",199130434,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"STATEN ISLAND",120,960348,171964,40.638654004,-74.086123642
"110",199128313,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1014302,235663,40.8134733800001,-73.891435519
"111",199117188,"2019-06-30T00:00:00.000","LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE","19-506(D)","","","25-44","M","BLACK",0,"QUEENS",103,1039793,195661,40.7035549140001,-73.799677386
"112",199130893,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","ASIAN / PACIFIC ISLANDER",0,"QUEENS",105,1055002,202781,40.7229890030001,-73.744749325
"113",199130903,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","F","WHITE",0,"BROOKLYN",68,973599,163891,40.6165211640001,-74.038365732
"114",199130905,"2019-06-30T00:00:00.000","MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT)","10-111(A)","","","25-44","M","BLACK",0,"QUEENS",113,1047364,183163,40.669200114,-73.772488639
"115",199131265,"2019-06-30T00:00:00.000","RECKLESS DRIVING","1212","VTL","VTL","45-64","M","BLACK",0,"BROOKLYN",71,997084,180668,40.662567551,-73.953742201
"116",199131266,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",71,997130,180106,40.6610249180001,-73.95357747
"117",199129462,"2019-06-30T00:00:00.000","DISORDERLY CONDUCT","240.20","Penal Law","DISORDERLY CONDUCT","18-24","M","BLACK",0,"BROOKLYN",71,999349,180852,40.663069018,-73.9455777589999
"118",199131267,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","45-64","M","BLACK",0,"BRONX",44,1006684,242275,40.8316440730001,-73.9189342019999
"119",199128318,"2019-06-30T00:00:00.000","FEDERAL MOTOR VEH. SAFETY REG","CFR 49","NYS Transportation","NYS TRANS","UNKNOWN","","",0,"BRONX",41,1014302,235663,40.8134733800001,-73.891435519
"120",199113646,"2019-06-30T00:00:00.000","NON PAYMENT OF FARE (OTHER)","1050.4(A)","","","25-44","M","BLACK",1,"NEW YORK",14,989284,211217,40.7464252450001,-73.9818339139999
"121",199177547,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","WHITE",0,"BROOKLYN",94,1001366,200586,40.7172306310001,-73.938257439
"122",199222775,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","<18","M","WHITE HISPANIC",1,"BROOKLYN",72,983024,177659,40.654317721,-74.004419926
"123",199131401,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",2,"BROOKLYN",90,1000432,195454,40.703146266,-73.941639069
"124",199109920,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","18-24","M","BLACK",0,"BROOKLYN",77,1004580,183838,40.671254457,-73.926713851
"125",199109917,"2019-06-30T00:00:00.000","UNREASONABLE NOISE; FROM CAR MUFFLER/EXHAUST (HEARD FROM 150 FT AWAY)","24-236(A)","","","18-24","M","WHITE HISPANIC",0,"NEW YORK",32,1001231,241579,40.8297459200001,-73.9386408559999
"126",199158853,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK HISPANIC",0,"BROOKLYN",75,1015049,181179,40.663925869,-73.888986347
"127",199131271,"2019-06-30T00:00:00.000","MARIJUANA, POSSESSION OF","221.05","Penal Law","MARIJUANA","25-44","M","BLACK",0,"QUEENS",113,1051498,193448,40.697399557,-73.7574838629999
